"","X","t","n"
"18808",18808,"2009-03-26 07:00:00",9
"18809",18809,"2009-03-26 08:00:00",16
"18810",18810,"2009-03-26 09:00:00",36
"18811",18811,"2009-03-26 10:00:00",27
"18812",18812,"2009-03-26 11:00:00",42
"18813",18813,"2009-03-26 12:00:00",47
"18814",18814,"2009-03-26 13:00:00",25
"18815",18815,"2009-03-26 14:00:00",41
"18816",18816,"2009-03-26 15:00:00",25
"18817",18817,"2009-03-26 16:00:00",21
"18818",18818,"2009-03-26 17:00:00",29
"18819",18819,"2009-03-26 18:00:00",26
"18820",18820,"2009-03-26 19:00:00",22
"18821",18821,"2009-03-26 20:00:00",17
"18822",18822,"2009-03-26 21:00:00",12
"18823",18823,"2009-03-26 22:00:00",17
"18824",18824,"2009-03-26 23:00:00",15
"18825",18825,"2009-03-27 00:00:00",28
"18826",18826,"2009-03-27 01:00:00",9
"18827",18827,"2009-03-27 02:00:00",4
"18828",18828,"2009-03-27 03:00:00",4
"18829",18829,"2009-03-27 04:00:00",2
"18830",18830,"2009-03-27 05:00:00",6
"18831",18831,"2009-03-27 06:00:00",3
"18832",18832,"2009-03-27 07:00:00",9
"18833",18833,"2009-03-27 08:00:00",22
"18834",18834,"2009-03-27 09:00:00",22
"18835",18835,"2009-03-27 10:00:00",31
"18836",18836,"2009-03-27 11:00:00",31
"18837",18837,"2009-03-27 12:00:00",38
"18838",18838,"2009-03-27 13:00:00",30
"18839",18839,"2009-03-27 14:00:00",43
"18840",18840,"2009-03-27 15:00:00",23
"18841",18841,"2009-03-27 16:00:00",29
"18842",18842,"2009-03-27 17:00:00",31
"18843",18843,"2009-03-27 18:00:00",23
"18844",18844,"2009-03-27 19:00:00",20
"18845",18845,"2009-03-27 20:00:00",12
"18846",18846,"2009-03-27 21:00:00",16
"18847",18847,"2009-03-27 22:00:00",16
"18848",18848,"2009-03-27 23:00:00",10
"18849",18849,"2009-03-28 00:00:00",34
"18850",18850,"2009-03-28 01:00:00",5
"18851",18851,"2009-03-28 02:00:00",3
"18852",18852,"2009-03-28 03:00:00",7
"18853",18853,"2009-03-28 04:00:00",3
"18854",18854,"2009-03-28 05:00:00",2
"18855",18855,"2009-03-28 06:00:00",5
"18856",18856,"2009-03-28 07:00:00",5
"18857",18857,"2009-03-28 08:00:00",9
"18858",18858,"2009-03-28 09:00:00",8
"18859",18859,"2009-03-28 10:00:00",26
"18860",18860,"2009-03-28 11:00:00",18
"18861",18861,"2009-03-28 12:00:00",24
"18862",18862,"2009-03-28 13:00:00",24
"18863",18863,"2009-03-28 14:00:00",20
"18864",18864,"2009-03-28 15:00:00",18
"18865",18865,"2009-03-28 16:00:00",22
"18866",18866,"2009-03-28 17:00:00",21
"18867",18867,"2009-03-28 18:00:00",20
"18868",18868,"2009-03-28 19:00:00",33
"18869",18869,"2009-03-28 20:00:00",28
"18870",18870,"2009-03-28 21:00:00",14
"18871",18871,"2009-03-28 22:00:00",50
"18872",18872,"2009-03-28 23:00:00",21
"18873",18873,"2009-03-29 00:00:00",27
"18874",18874,"2009-03-29 01:00:00",7
"18875",18875,"2009-03-29 02:00:00",13
"18876",18876,"2009-03-29 03:00:00",4
"18877",18877,"2009-03-29 04:00:00",2
"18878",18878,"2009-03-29 05:00:00",2
"18879",18879,"2009-03-29 06:00:00",3
"18880",18880,"2009-03-29 07:00:00",6
"18881",18881,"2009-03-29 08:00:00",11
"18882",18882,"2009-03-29 09:00:00",9
"18883",18883,"2009-03-29 10:00:00",11
"18884",18884,"2009-03-29 11:00:00",3
"18885",18885,"2009-03-29 12:00:00",14
"18886",18886,"2009-03-29 13:00:00",17
"18887",18887,"2009-03-29 14:00:00",10
"18888",18888,"2009-03-29 15:00:00",10
"18889",18889,"2009-03-29 16:00:00",23
"18890",18890,"2009-03-29 17:00:00",23
"18891",18891,"2009-03-29 18:00:00",24
"18892",18892,"2009-03-29 19:00:00",22
"18893",18893,"2009-03-29 20:00:00",23
"18894",18894,"2009-03-29 21:00:00",19
"18895",18895,"2009-03-29 22:00:00",20
"18896",18896,"2009-03-29 23:00:00",13
"18897",18897,"2009-03-30 00:00:00",37
"18898",18898,"2009-03-30 01:00:00",8
"18899",18899,"2009-03-30 02:00:00",4
"18900",18900,"2009-03-30 03:00:00",5
"18901",18901,"2009-03-30 04:00:00",4
"18902",18902,"2009-03-30 05:00:00",1
"18903",18903,"2009-03-30 06:00:00",5
"18904",18904,"2009-03-30 07:00:00",10
"18905",18905,"2009-03-30 08:00:00",18
"18906",18906,"2009-03-30 09:00:00",35
"18907",18907,"2009-03-30 10:00:00",30
"18908",18908,"2009-03-30 11:00:00",28
"18909",18909,"2009-03-30 12:00:00",29
"18910",18910,"2009-03-30 13:00:00",52
"18911",18911,"2009-03-30 14:00:00",31
"18912",18912,"2009-03-30 15:00:00",26
"18913",18913,"2009-03-30 16:00:00",18
"18914",18914,"2009-03-30 17:00:00",24
"18915",18915,"2009-03-30 18:00:00",30
"18916",18916,"2009-03-30 19:00:00",19
"18917",18917,"2009-03-30 20:00:00",18
"18918",18918,"2009-03-30 21:00:00",31
"18919",18919,"2009-03-30 22:00:00",18
"18920",18920,"2009-03-30 23:00:00",19
"18921",18921,"2009-03-31 00:00:00",38
"18922",18922,"2009-03-31 01:00:00",7
"18923",18923,"2009-03-31 02:00:00",2
"18924",18924,"2009-03-31 03:00:00",11
"18925",18925,"2009-03-31 04:00:00",7
"18926",18926,"2009-03-31 05:00:00",2
"18927",18927,"2009-03-31 06:00:00",3
"18928",18928,"2009-03-31 07:00:00",6
"18929",18929,"2009-03-31 08:00:00",23
"18930",18930,"2009-03-31 09:00:00",26
"18931",18931,"2009-03-31 10:00:00",32
"18932",18932,"2009-03-31 11:00:00",29
"18933",18933,"2009-03-31 12:00:00",29
"18934",18934,"2009-03-31 13:00:00",37
"18935",18935,"2009-03-31 14:00:00",35
"18936",18936,"2009-03-31 15:00:00",22
"18937",18937,"2009-03-31 16:00:00",27
"18938",18938,"2009-03-31 17:00:00",32
"18939",18939,"2009-03-31 18:00:00",33
"18940",18940,"2009-03-31 19:00:00",30
"18941",18941,"2009-03-31 20:00:00",13
"18942",18942,"2009-03-31 21:00:00",19
"18943",18943,"2009-03-31 22:00:00",21
"18944",18944,"2009-03-31 23:00:00",23
